#,Date-Time (CST/CDT),Temperature   (°F),RH   (%),Dew Point   (°F),Host Connected,End of File
14339,02/17/2024 23:32:55,66.72,24.080,28.91,,
14340,02/17/2024 23:42:55,66.56,24.130,28.82,,
14341,02/17/2024 23:52:55,66.34,24.220,28.73,,
14342,02/18/2024 00:02:55,66.16,24.310,28.67,,
14343,02/18/2024 00:12:55,66.16,24.410,28.77,,
14344,02/18/2024 00:22:55,66.34,24.270,28.77,,
14345,02/18/2024 00:32:55,66.51,24.150,28.79,,
14346,02/18/2024 00:42:55,66.65,23.970,28.73,,
14347,02/18/2024 00:52:55,66.78,24.070,28.94,,
14348,02/18/2024 01:02:55,66.60,23.750,28.46,,
14349,02/18/2024 01:12:55,66.38,23.910,28.44,,
14350,02/18/2024 01:22:55,66.16,24.060,28.41,,
14351,02/18/2024 01:32:55,66.00,24.030,28.25,,
14352,02/18/2024 01:42:55,66.09,24.130,28.43,,
14353,02/18/2024 01:52:55,66.25,24.020,28.45,,
14354,02/18/2024 02:02:55,66.38,23.860,28.39,,
14355,02/18/2024 02:12:55,66.51,23.720,28.36,,
14356,02/18/2024 02:22:55,66.65,23.790,28.54,,
14357,02/18/2024 02:32:55,66.69,23.490,28.27,,
14358,02/18/2024 02:42:55,66.81,23.550,28.43,,
14359,02/18/2024 02:52:55,66.78,23.400,28.25,,
14360,02/18/2024 03:02:55,66.56,23.360,28.03,,
14361,02/18/2024 03:12:55,66.31,23.540,28.00,,
14362,02/18/2024 03:22:55,66.09,23.660,27.95,,
14363,02/18/2024 03:32:55,66.00,23.830,28.04,,
14364,02/18/2024 03:42:55,66.13,23.990,28.31,,
14365,02/18/2024 03:52:55,66.31,23.900,28.37,,
14366,02/18/2024 04:02:55,66.47,23.920,28.53,,
14367,02/18/2024 04:12:55,66.60,23.860,28.58,,
14368,02/18/2024 04:22:55,66.72,23.880,28.70,,
14369,02/18/2024 04:32:55,66.69,23.780,28.57,,
14370,02/18/2024 04:42:55,66.47,23.720,28.33,,
14371,02/18/2024 04:52:55,66.25,23.750,28.17,,
14372,02/18/2024 05:02:55,66.09,23.920,28.21,,
14373,02/18/2024 05:12:55,66.04,24.130,28.37,,
14374,02/18/2024 05:22:55,66.16,24.130,28.48,,
14375,02/18/2024 05:32:55,66.34,24.020,28.53,,
14376,02/18/2024 05:42:55,66.47,23.900,28.51,,
14377,02/18/2024 05:52:55,66.60,23.850,28.56,,
14378,02/18/2024 06:02:55,66.72,23.930,28.75,,
14379,02/18/2024 06:12:55,66.60,23.910,28.62,,
14380,02/18/2024 06:22:55,66.43,23.880,28.46,,
14381,02/18/2024 06:32:55,66.22,23.990,28.38,,
14382,02/18/2024 06:42:55,66.09,24.100,28.40,,
14383,02/18/2024 06:52:55,66.04,24.330,28.58,,
14384,02/18/2024 07:02:55,66.16,24.370,28.73,,
14385,02/18/2024 07:12:55,66.31,24.320,28.80,,
14386,02/18/2024 07:22:55,66.43,24.020,28.60,,
14387,02/18/2024 07:32:55,66.51,24.010,28.65,,
14388,02/18/2024 07:42:55,66.65,23.900,28.66,,
14389,02/18/2024 07:52:55,66.72,23.500,28.31,,
14390,02/18/2024 08:02:55,66.78,23.570,28.42,,
14391,02/18/2024 08:12:55,66.60,23.640,28.35,,
14392,02/18/2024 08:22:55,66.38,23.780,28.31,,
14393,02/18/2024 08:32:55,66.16,23.880,28.23,,
14394,02/18/2024 08:42:55,66.04,24.080,28.32,,
14395,02/18/2024 08:52:55,66.13,24.100,28.43,,
14396,02/18/2024 09:02:55,66.31,23.880,28.35,,
14397,02/18/2024 09:12:55,66.47,23.850,28.45,,
14398,02/18/2024 09:22:55,66.65,23.680,28.44,,
14399,02/18/2024 09:32:55,66.78,23.640,28.50,,
14400,02/18/2024 09:42:55,66.81,23.630,28.52,,
14401,02/18/2024 09:52:55,66.60,23.650,28.35,,
14402,02/18/2024 10:02:55,66.34,23.820,28.32,,
14403,02/18/2024 10:12:55,66.16,23.940,28.30,,
14404,02/18/2024 10:22:55,66.13,24.070,28.39,,
14405,02/18/2024 10:32:55,66.31,24.070,28.54,,
14406,02/18/2024 10:42:55,66.51,23.930,28.57,,
14407,02/18/2024 10:52:55,66.72,23.880,28.70,,
14408,02/18/2024 11:02:55,66.65,23.790,28.55,,
14409,02/18/2024 11:12:55,66.47,23.940,28.55,,
14410,02/18/2024 11:22:55,66.34,24.090,28.60,,
14411,02/18/2024 11:32:55,66.31,24.220,28.70,,
14412,02/18/2024 11:42:55,66.31,24.320,28.80,,
14413,02/18/2024 11:52:55,66.60,24.120,28.84,,
14414,02/18/2024 12:02:55,66.56,24.110,28.80,,
14415,02/18/2024 12:12:55,66.43,24.240,28.82,,
14416,02/18/2024 12:22:55,66.34,24.290,28.80,,
14417,02/18/2024 12:32:55,66.34,24.430,28.94,,
14418,02/18/2024 12:42:55,66.38,24.550,29.09,,
14419,02/18/2024 12:52:55,66.60,24.390,29.11,,
14420,02/18/2024 13:02:55,66.56,24.300,28.99,,
14421,02/18/2024 13:12:55,66.51,24.460,29.11,,
14422,02/18/2024 13:22:55,66.47,24.480,29.09,,
14423,02/18/2024 13:32:55,66.47,24.550,29.17,,
14424,02/18/2024 13:42:55,66.72,24.530,29.36,,
14425,02/18/2024 13:52:55,66.72,24.520,29.35,,
14426,02/18/2024 14:02:55,66.56,24.640,29.33,,
14427,02/18/2024 14:12:55,66.31,24.810,29.28,,
14428,02/18/2024 14:22:55,66.22,24.980,29.37,,
14429,02/18/2024 14:32:55,66.60,24.820,29.53,,
14430,02/18/2024 14:42:55,66.78,24.660,29.53,,
14431,02/18/2024 14:52:55,66.69,24.770,29.56,,
14432,02/18/2024 15:02:55,66.47,24.820,29.43,,
14433,02/18/2024 15:12:55,66.31,25.040,29.51,,
14434,02/18/2024 15:22:55,66.51,25.000,29.64,,
14435,02/18/2024 15:32:55,66.81,24.860,29.76,,
14436,02/18/2024 15:42:55,66.78,24.940,29.81,,
14437,02/18/2024 15:52:55,66.65,25.000,29.76,,
14438,02/18/2024 16:02:55,66.43,25.200,29.77,,
14439,02/18/2024 16:12:55,66.60,25.160,29.88,,
14440,02/18/2024 16:22:55,66.99,25.020,30.07,,
14441,02/18/2024 16:32:55,66.99,25.020,30.07,,
14442,02/18/2024 16:42:55,66.87,25.150,30.09,,
14443,02/18/2024 16:52:55,66.69,25.270,30.05,,
14444,02/18/2024 17:02:55,66.69,25.420,30.20,,
14445,02/18/2024 17:12:55,67.12,25.280,30.43,,
14446,02/18/2024 17:22:55,67.12,25.240,30.40,,
14447,02/18/2024 17:32:55,66.99,25.320,30.37,,
14448,02/18/2024 17:42:55,66.78,25.450,30.30,,
14449,02/18/2024 17:52:55,66.72,25.670,30.47,,
14450,02/18/2024 18:02:55,67.06,25.460,30.56,,
14451,02/18/2024 18:12:55,67.15,25.600,30.78,,
14452,02/18/2024 18:22:55,67.03,25.630,30.69,,
14453,02/18/2024 18:32:55,66.87,25.730,30.65,,
14454,02/18/2024 18:42:55,66.72,25.970,30.76,,
14455,02/18/2024 18:52:55,67.12,25.870,31.00,,
14456,02/18/2024 19:02:55,67.24,25.790,31.03,,
14457,02/18/2024 19:12:55,67.12,25.890,31.01,,
14458,02/18/2024 19:22:55,66.94,25.990,30.96,,
14459,02/18/2024 19:32:55,66.78,26.180,31.00,,
14460,02/18/2024 19:42:55,67.06,26.160,31.23,,
14461,02/18/2024 19:52:55,67.24,26.070,31.29,,
14462,02/18/2024 20:02:55,67.12,26.180,31.29,,
14463,02/18/2024 20:12:55,66.94,26.280,31.24,,
14464,02/18/2024 20:22:55,66.72,26.480,31.23,,
14465,02/18/2024 20:32:55,66.90,26.550,31.46,,
14466,02/18/2024 20:42:55,67.21,26.350,31.53,,
14467,02/18/2024 20:52:55,67.15,26.420,31.55,,
14468,02/18/2024 21:02:55,66.94,26.510,31.45,,
14469,02/18/2024 21:12:55,66.78,26.640,31.43,,
14470,02/18/2024 21:22:55,66.78,26.810,31.59,,
14471,02/18/2024 21:32:55,67.12,26.590,31.68,,
14472,02/18/2024 21:42:55,67.15,26.650,31.77,,
14473,02/18/2024 21:52:55,67.12,26.670,31.75,,
14474,02/18/2024 22:02:55,67.06,26.760,31.79,,
14475,02/18/2024 22:12:55,66.90,26.900,31.78,,
14476,02/18/2024 22:22:55,66.81,27.050,31.84,,
14477,02/18/2024 22:32:55,66.90,27.110,31.97,,
14478,02/18/2024 22:42:55,67.24,26.870,32.04,,
14479,02/18/2024 22:52:55,67.24,26.840,32.02,,
14480,02/18/2024 23:02:55,67.15,26.920,32.02,,
14481,02/18/2024 23:12:55,67.06,27.030,32.03,,
14482,02/18/2024 23:22:55,67.03,27.150,32.12,,
14483,02/18/2024 23:32:55,66.99,27.250,32.17,,
14484,02/18/2024 23:42:55,67.21,27.190,32.31,,
14485,02/18/2024 23:52:55,67.15,27.170,32.25,,
14486,02/19/2024 00:02:55,67.03,27.270,32.23,,
14487,02/19/2024 00:12:55,66.94,27.360,32.23,,
14488,02/19/2024 00:22:55,66.87,27.450,32.25,,
14489,02/19/2024 00:32:55,66.90,27.520,32.34,,
14490,02/19/2024 00:42:55,67.06,27.420,32.39,,
14491,02/19/2024 00:52:55,66.94,27.500,32.36,,
14492,02/19/2024 01:02:55,66.87,27.590,32.38,,
14493,02/19/2024 01:12:55,66.72,27.660,32.31,,
14494,02/19/2024 01:22:55,66.72,27.750,32.39,,
14495,02/19/2024 01:32:55,66.90,27.780,32.58,,
14496,02/19/2024 01:42:55,66.94,27.650,32.49,,
14497,02/19/2024 01:52:55,66.81,27.720,32.44,,
14498,02/19/2024 02:02:55,66.72,27.820,32.46,,
14499,02/19/2024 02:12:55,66.60,27.940,32.45,,
14500,02/19/2024 02:22:55,66.60,28.000,32.51,,
14501,02/19/2024 02:32:55,66.87,27.900,32.65,,
14502,02/19/2024 02:42:55,66.81,27.860,32.57,,
14503,02/19/2024 02:52:55,66.65,27.950,32.51,,
14504,02/19/2024 03:02:55,66.51,28.050,32.47,,
14505,02/19/2024 03:12:55,66.47,28.080,32.48,,
14506,02/19/2024 03:22:55,66.51,28.170,32.58,,
14507,02/19/2024 03:32:55,66.81,28.000,32.69,,
14508,02/19/2024 03:42:55,66.78,27.960,32.63,,
14509,02/19/2024 03:52:55,66.60,28.060,32.57,,
14510,02/19/2024 04:02:55,66.47,28.170,32.55,,
14511,02/19/2024 04:12:55,66.47,28.310,32.67,,
14512,02/19/2024 04:22:55,66.43,28.310,32.64,,
14513,02/19/2024 04:32:55,66.65,28.300,32.82,,
14514,02/19/2024 04:42:55,66.87,28.080,32.82,,
14515,02/19/2024 04:52:55,66.81,28.090,32.78,,
14516,02/19/2024 05:02:55,66.60,28.170,32.66,,
14517,02/19/2024 05:12:55,66.43,28.300,32.63,,
14518,02/19/2024 05:22:55,66.34,28.340,32.59,,
14519,02/19/2024 05:32:55,66.38,28.510,32.77,,
14520,02/19/2024 05:42:55,66.60,28.420,32.88,,
14521,02/19/2024 05:52:55,66.78,28.190,32.84,,
14522,02/19/2024 06:02:55,66.60,28.300,32.78,,
14523,02/19/2024 06:12:55,66.43,28.390,32.72,,
14524,02/19/2024 06:22:55,66.25,28.470,32.63,,
14525,02/19/2024 06:32:55,66.16,28.550,32.62,,
14526,02/19/2024 06:42:55,66.34,28.590,32.82,,
14527,02/19/2024 06:52:55,66.51,28.510,32.88,,
14528,02/19/2024 07:02:55,66.72,28.420,32.99,,
14529,02/19/2024 07:12:55,66.90,28.290,33.03,,
14530,02/19/2024 07:22:55,67.06,28.190,33.08,,
14531,02/19/2024 07:32:55,67.15,28.020,33.01,,
14532,02/19/2024 07:42:55,66.99,28.060,32.91,,
14533,02/19/2024 07:52:55,66.72,28.160,32.76,,
14534,02/19/2024 08:02:55,66.60,28.270,32.75,,
14535,02/19/2024 08:12:55,66.51,28.340,32.73,,
14536,02/19/2024 08:22:55,66.65,28.450,32.95,,
14537,02/19/2024 08:32:55,66.94,28.270,33.04,,
14538,02/19/2024 08:42:55,66.90,28.580,33.29,,
14539,02/19/2024 08:52:55,66.81,28.470,33.11,,
14540,02/19/2024 09:02:55,66.69,28.020,32.61,,
14541,02/19/2024 09:12:55,66.69,27.970,32.56,,
14542,02/19/2024 09:22:55,66.69,28.050,32.63,,
14543,02/19/2024 09:32:55,66.99,27.910,32.77,,
14544,02/19/2024 09:42:55,67.03,27.880,32.78,,
14545,02/19/2024 09:52:55,67.03,27.940,32.82,,
14546,02/19/2024 10:02:55,66.99,27.980,32.84,,
14547,02/19/2024 10:12:55,66.99,28.060,32.91,,
14548,02/19/2024 10:22:55,67.06,28.140,33.04,,
14549,02/19/2024 10:32:55,67.24,28.190,33.24,,
14550,02/19/2024 10:42:55,67.28,28.170,33.25,,
14551,02/19/2024 10:52:55,67.33,28.170,33.29,,
14552,02/19/2024 11:02:55,67.33,28.290,33.40,,
14553,02/19/2024 11:12:55,67.24,28.250,33.29,,
14554,02/19/2024 11:22:55,67.12,28.430,33.34,,
14555,02/19/2024 11:32:55,67.21,28.490,33.47,,
14556,02/19/2024 11:42:55,67.50,28.320,33.57,,
14557,02/19/2024 11:52:55,67.68,28.270,33.68,,
14558,02/19/2024 12:02:55,67.68,28.250,33.66,,
14559,02/19/2024 12:12:55,67.55,28.390,33.68,,
14560,02/19/2024 12:22:55,67.41,28.500,33.65,,
14561,02/19/2024 12:32:55,67.37,28.670,33.77,,
14562,02/19/2024 12:42:55,67.75,28.570,34.00,,
14563,02/19/2024 12:52:55,67.93,28.550,34.14,,
14564,02/19/2024 13:02:55,67.89,28.530,34.10,,
14565,02/19/2024 13:12:55,67.80,28.660,34.13,,
14566,02/19/2024 13:22:55,67.75,28.740,34.15,,
14567,02/19/2024 13:32:55,67.80,28.810,34.26,,
14568,02/19/2024 13:42:55,68.11,28.650,34.38,,
14569,02/19/2024 13:52:55,68.14,28.690,34.45,,
14570,02/19/2024 14:02:55,68.02,28.110,33.83,,
14571,02/19/2024 14:12:55,67.12,25.510,30.65,,
14572,02/19/2024 14:22:55,66.65,26.090,30.81,,
14573,02/19/2024 14:32:55,66.78,24.790,29.66,,
14574,02/19/2024 14:42:55,66.56,24.670,29.36,,
14575,02/19/2024 14:52:55,66.16,24.770,29.13,,
14576,02/19/2024 15:02:55,66.00,24.570,28.78,,
14577,02/19/2024 15:12:55,66.04,24.820,29.06,,
14578,02/19/2024 15:22:55,66.38,24.630,29.17,,
14579,02/19/2024 15:32:55,66.34,24.480,28.98,,
14580,02/19/2024 15:42:55,66.16,24.330,28.68,,
14581,02/19/2024 15:52:55,66.04,24.060,28.31,,
14582,02/19/2024 16:02:55,66.13,23.900,28.22,,
14583,02/19/2024 16:12:55,66.25,24.240,28.67,,
14584,02/19/2024 16:22:55,66.22,23.820,28.21,,
14585,02/19/2024 16:32:55,66.56,23.910,28.59,,
14586,02/19/2024 16:42:55,66.87,24.220,29.17,,
14587,02/19/2024 16:52:55,67.41,24.060,29.46,,
14588,02/19/2024 17:02:55,67.62,24.210,29.79,,
14589,02/19/2024 17:12:55,67.75,24.330,30.03,,
14590,02/19/2024 17:22:55,67.75,24.460,30.16,,
14591,02/19/2024 17:32:55,67.80,24.510,30.25,,
14592,02/19/2024 17:42:55,68.05,24.600,30.55,,
14593,02/19/2024 17:52:55,68.11,24.770,30.77,,
14594,02/19/2024 18:02:55,68.05,24.860,30.81,,
14595,02/19/2024 18:12:55,67.96,25.100,30.98,,
14596,02/19/2024 18:22:55,67.93,25.140,30.98,,
14597,02/19/2024 18:32:55,68.11,25.320,31.31,,
14598,02/19/2024 18:42:55,68.27,25.420,31.54,,
14599,02/19/2024 18:52:55,68.49,25.310,31.62,,
14600,02/19/2024 19:02:55,68.45,25.470,31.75,,
14601,02/19/2024 19:12:55,68.36,25.570,31.77,,
14602,02/19/2024 19:22:55,68.36,25.670,31.86,,
14603,02/19/2024 19:32:55,68.31,25.820,31.97,,
14604,02/19/2024 19:42:55,68.18,26.010,32.03,,
14605,02/19/2024 19:52:55,68.11,26.150,32.11,,
14606,02/19/2024 20:02:55,68.27,26.150,32.25,,
14607,02/19/2024 20:12:55,68.40,26.100,32.31,,
14608,02/19/2024 20:22:55,68.27,26.280,32.37,,
14609,02/19/2024 20:32:55,68.11,26.460,32.41,,
14610,02/19/2024 20:42:55,67.93,26.600,32.38,,
14611,02/19/2024 20:52:55,67.89,26.660,32.40,,
14612,02/19/2024 21:02:55,68.05,26.730,32.60,,
14613,02/19/2024 21:12:55,67.96,26.790,32.59,,
14614,02/19/2024 21:22:55,67.84,26.930,32.61,,
14615,02/19/2024 21:32:55,67.68,27.050,32.58,,
14616,02/19/2024 21:42:55,67.62,27.190,32.66,,
14617,02/19/2024 21:52:55,67.84,27.090,32.75,,
14618,02/19/2024 22:02:55,67.84,27.150,32.81,,
14619,02/19/2024 22:12:55,67.68,27.310,32.82,,
14620,02/19/2024 22:22:55,67.50,27.390,32.73,,
14621,02/19/2024 22:32:55,67.41,27.490,32.75,,
14622,02/19/2024 22:42:55,67.71,27.370,32.91,,
14623,02/19/2024 22:52:55,67.75,27.390,32.95,,
14624,02/19/2024 23:02:55,67.59,27.500,32.91,,
14625,02/19/2024 23:12:55,67.41,27.560,32.81,,
14626,02/19/2024 23:22:55,67.24,27.730,32.83,,
14627,02/19/2024 23:32:55,67.55,27.660,33.03,,
14628,02/19/2024 23:42:55,67.68,27.530,33.01,,
14629,02/19/2024 23:52:55,67.55,27.690,33.05,,
14630,02/20/2024 00:02:55,67.37,27.740,32.94,,
14631,02/20/2024 00:12:55,67.15,27.880,32.88,,
14632,02/20/2024 00:22:55,67.28,27.940,33.05,,
14633,02/20/2024 00:32:55,67.55,27.750,33.10,,
14634,02/20/2024 00:42:55,67.55,27.790,33.14,,
14635,02/20/2024 00:52:55,67.37,27.890,33.08,,
14636,02/20/2024 01:02:55,67.15,27.970,32.96,,
14637,02/20/2024 01:12:55,67.03,28.110,32.98,,
14638,02/20/2024 01:22:55,67.37,28.020,33.19,,
14639,02/20/2024 01:32:55,67.46,27.940,33.20,,
14640,02/20/2024 01:42:55,67.46,27.950,33.21,,
14641,02/20/2024 01:52:55,67.41,27.980,33.19,,
14642,02/20/2024 02:02:55,67.33,28.120,33.25,,
14643,02/20/2024 02:12:55,67.15,28.200,33.17,,
14644,02/20/2024 02:22:55,67.12,28.270,33.19,,
14645,02/20/2024 02:32:55,67.37,28.190,33.34,,
14646,02/20/2024 02:42:55,67.46,28.060,33.31,,
14647,02/20/2024 02:52:55,67.41,28.080,33.27,,
14648,02/20/2024 03:02:55,67.37,28.140,33.30,,
14649,02/20/2024 03:12:55,67.33,28.240,33.36,,
14650,02/20/2024 03:22:55,67.33,28.250,33.37,,
14651,02/20/2024 03:32:55,67.41,28.280,33.46,,
14652,02/20/2024 03:42:55,67.50,28.290,33.54,,
14653,02/20/2024 03:52:55,67.28,28.340,33.40,,
14654,02/20/2024 04:02:55,67.03,28.390,33.23,,
14655,02/20/2024 04:12:55,66.90,28.560,33.27,,
14656,02/20/2024 04:22:55,67.06,28.580,33.43,,
14657,02/20/2024 04:32:55,67.28,28.360,33.42,,
14658,02/20/2024 04:42:55,67.28,28.370,33.42,,
14659,02/20/2024 04:52:55,67.24,28.430,33.45,,
14660,02/20/2024 05:02:55,67.21,28.490,33.47,,
14661,02/20/2024 05:12:55,67.15,28.510,33.44,,
14662,02/20/2024 05:22:55,67.24,28.580,33.58,,
14663,02/20/2024 05:32:55,67.37,28.450,33.57,,
14664,02/20/2024 05:42:55,67.33,28.470,33.56,,
14665,02/20/2024 05:52:55,67.24,28.520,33.52,,
14666,02/20/2024 06:02:55,67.21,28.580,33.55,,
14667,02/20/2024 06:12:55,67.15,28.610,33.52,,
14668,02/20/2024 06:22:55,67.28,28.610,33.64,,
14669,02/20/2024 06:32:55,67.33,28.530,33.61,,
14670,02/20/2024 06:42:55,67.24,28.580,33.58,,
14671,02/20/2024 06:52:55,67.21,28.650,33.61,,
14672,02/20/2024 07:02:55,67.15,28.710,33.62,,
14673,02/20/2024 07:12:55,67.15,28.880,33.76,,
14674,02/20/2024 07:22:55,67.28,28.740,33.75,,
14675,02/20/2024 07:32:55,67.33,28.690,33.75,,
14676,02/20/2024 07:42:55,67.24,28.740,33.71,,
14677,02/20/2024 07:52:55,67.21,28.820,33.76,,
14678,02/20/2024 08:02:55,67.21,28.830,33.77,,
14679,02/20/2024 08:12:55,67.28,28.940,33.92,,
14680,02/20/2024 08:22:55,67.46,28.840,33.99,,
14681,02/20/2024 08:32:55,67.55,28.910,34.13,,
14682,02/20/2024 08:42:55,67.50,28.930,34.10,,
14683,02/20/2024 08:52:55,67.37,29.100,34.14,,
14684,02/20/2024 09:02:55,67.24,29.090,34.02,,
14685,02/20/2024 09:12:55,67.46,29.690,34.72,,
14686,02/20/2024 09:22:55,67.71,29.320,34.62,,
14687,02/20/2024 09:32:55,67.84,29.100,34.54,,
14688,02/20/2024 09:42:55,67.75,29.100,34.46,,
14689,02/20/2024 09:52:55,67.59,29.160,34.38,,
14690,02/20/2024 10:02:55,67.59,29.280,34.48,,
14691,02/20/2024 10:12:55,67.89,29.790,35.17,,
14692,02/20/2024 10:22:55,67.96,29.240,34.77,,
14693,02/20/2024 10:32:55,67.89,29.280,34.74,,
14694,02/20/2024 10:42:55,67.59,28.630,33.91,,
14695,02/20/2024 10:52:55,67.37,28.450,33.57,,
14696,02/20/2024 11:02:55,67.37,28.440,33.57,,
14697,02/20/2024 11:12:55,67.50,27.970,33.25,,
14698,02/20/2024 11:22:55,67.50,27.560,32.89,,
14699,02/20/2024 11:32:55,67.41,27.970,33.18,,
14700,02/20/2024 11:42:55,67.28,28.240,33.31,,
14701,02/20/2024 11:52:55,67.33,27.760,32.94,,
14702,02/20/2024 12:02:55,67.62,27.450,32.90,,
14703,02/20/2024 12:12:55,67.75,27.110,32.70,,
14704,02/20/2024 12:22:55,67.68,26.890,32.43,,
14705,02/20/2024 12:32:55,67.68,27.650,33.12,,
14706,02/20/2024 12:42:55,67.75,27.640,33.17,,
14707,02/20/2024 12:52:55,68.02,27.570,33.35,,
14708,02/20/2024 13:02:55,68.40,27.520,33.63,,
14709,02/20/2024 13:12:55,68.49,27.530,33.71,,
14710,02/20/2024 13:22:55,68.58,27.500,33.76,,
14711,02/20/2024 13:32:55,68.58,27.520,33.78,,
14712,02/20/2024 13:42:55,68.58,27.530,33.79,,
14713,02/20/2024 13:52:55,68.58,27.680,33.92,,
14714,02/20/2024 14:02:55,68.74,27.290,33.71,,
14715,02/20/2024 14:12:55,68.79,27.260,33.73,,
14716,02/20/2024 14:22:55,68.83,27.580,34.05,,
14717,02/20/2024 14:32:55,68.86,27.280,33.81,,
14718,02/20/2024 14:42:55,69.13,26.950,33.74,,
14719,02/20/2024 14:52:55,69.26,26.990,33.88,,
14720,02/20/2024 15:02:55,69.35,27.370,34.30,,
14721,02/20/2024 15:12:55,69.42,27.090,34.11,,
14722,02/20/2024 15:22:55,69.51,27.220,34.30,,
14723,02/20/2024 15:32:55,69.60,27.330,34.48,,
14724,02/20/2024 15:42:55,69.60,27.230,34.39,,
14725,02/20/2024 15:52:55,69.64,27.150,34.35,,
14726,02/20/2024 16:02:55,69.73,27.290,34.55,,
14727,02/20/2024 16:12:55,69.73,27.170,34.45,,
14728,02/20/2024 16:22:55,69.82,26.930,34.30,,
14729,02/20/2024 16:32:55,69.91,27.290,34.71,,
14730,02/20/2024 16:42:55,69.91,27.330,34.74,,
14731,02/20/2024 16:52:55,69.91,27.410,34.82,,
14732,02/20/2024 17:02:55,69.85,27.460,34.82,,
14733,02/20/2024 17:12:55,69.85,27.530,34.89,,
14734,02/20/2024 17:22:55,69.85,27.590,34.94,,
14735,02/20/2024 17:32:55,69.85,27.680,35.02,,
14736,02/20/2024 17:42:55,69.85,27.790,35.12,,
14737,02/20/2024 17:52:55,69.82,27.840,35.13,,
14738,02/20/2024 18:02:55,69.73,27.950,35.15,,
14739,02/20/2024 18:12:55,69.73,28.050,35.24,,
14740,02/20/2024 18:22:55,69.64,28.120,35.24,,
14741,02/20/2024 18:32:55,69.64,28.190,35.30,,
14742,02/20/2024 18:42:55,69.60,28.310,35.37,,
14743,02/20/2024 18:52:55,69.51,28.420,35.39,,
14744,02/20/2024 19:02:55,69.55,28.490,35.48,,
14745,02/20/2024 19:12:55,69.73,28.450,35.61,,
14746,02/20/2024 19:22:55,69.73,28.470,35.62,,
14747,02/20/2024 19:32:55,69.69,28.550,35.66,,
14748,02/20/2024 19:42:55,69.55,28.690,35.66,,
14749,02/20/2024 19:52:55,69.42,28.790,35.64,,
14750,02/20/2024 20:02:55,69.30,28.940,35.66,,
14751,02/20/2024 20:12:55,69.17,29.060,35.65,,
14752,02/20/2024 20:22:55,69.17,29.080,35.67,,
14753,02/20/2024 20:32:55,69.17,29.240,35.81,,
14754,02/20/2024 20:42:55,69.17,29.210,35.78,,
14755,02/20/2024 20:52:55,69.39,29.140,35.91,,
14756,02/20/2024 21:02:55,69.39,29.120,35.89,,
14757,02/20/2024 21:12:55,69.39,29.140,35.92,,
14758,02/20/2024 21:22:55,69.30,29.240,35.92,,
14759,02/20/2024 21:32:55,69.17,29.360,35.92,,
14760,02/20/2024 21:42:55,68.95,29.490,35.84,,
14761,02/20/2024 21:52:55,68.79,29.640,35.83,,
14762,02/20/2024 22:02:55,68.92,29.630,35.93,,
14763,02/20/2024 22:12:55,68.92,29.690,35.98,,
14764,02/20/2024 22:22:55,68.79,29.770,35.94,,
14765,02/20/2024 22:32:55,68.61,29.900,35.89,,
14766,02/20/2024 22:42:55,68.49,30.020,35.88,,
14767,02/20/2024 22:52:55,68.52,30.050,35.94,,
14768,02/20/2024 23:02:55,68.70,30.000,36.05,,
14769,02/20/2024 23:12:55,68.92,29.930,36.18,,
14770,02/20/2024 23:22:55,69.13,29.810,36.27,,
14771,02/20/2024 23:32:55,69.01,29.920,36.25,,
14772,02/20/2024 23:42:55,68.86,29.950,36.15,,
14773,02/20/2024 23:52:55,68.86,30.020,36.21,,
14774,02/21/2024 00:02:55,68.79,30.150,36.25,,
14775,02/21/2024 00:12:55,68.58,30.320,36.21,,
14776,02/21/2024 00:22:55,68.45,30.360,36.14,,
14777,02/21/2024 00:32:55,68.61,30.410,36.32,,
14778,02/21/2024 00:42:55,68.74,30.300,36.34,,
14779,02/21/2024 00:52:55,68.61,30.450,36.35,,
14780,02/21/2024 01:02:55,68.45,30.600,36.34,,
14781,02/21/2024 01:12:55,68.27,30.730,36.28,,
14782,02/21/2024 01:22:55,68.31,30.830,36.40,,
14783,02/21/2024 01:32:55,68.49,30.760,36.50,,
14784,02/21/2024 01:42:55,68.40,30.820,36.47,,
14785,02/21/2024 01:52:55,68.27,30.930,36.45,,
14786,02/21/2024 02:02:55,68.11,31.040,36.40,,
14787,02/21/2024 02:12:55,67.96,31.180,36.39,,
14788,02/21/2024 02:22:55,68.23,31.100,36.56,,
14789,02/21/2024 02:32:55,68.31,31.040,36.57,,
14790,02/21/2024 02:42:55,68.18,31.270,36.65,,
14791,02/21/2024 02:52:55,68.02,31.390,36.61,,
14792,02/21/2024 03:02:55,67.80,31.520,36.52,,
14793,02/21/2024 03:12:55,67.89,31.500,36.58,,
14794,02/21/2024 03:22:55,68.14,31.410,36.74,,
14795,02/21/2024 03:32:55,68.05,31.490,36.72,,
14796,02/21/2024 03:42:55,67.89,31.680,36.73,,
14797,02/21/2024 03:52:55,67.68,31.790,36.63,,
14798,02/21/2024 04:02:55,67.71,31.790,36.66,,
14799,02/21/2024 04:12:55,67.96,31.680,36.79,,
14800,02/21/2024 04:22:55,67.96,31.670,36.78,,
14801,02/21/2024 04:32:55,67.84,31.910,36.86,,
14802,02/21/2024 04:42:55,67.62,32.070,36.81,,
14803,02/21/2024 04:52:55,67.50,32.140,36.75,,
